"Lipid","logFC","CI.L","CI.R","AveExpr","t","P.Value","adj.P.Val","B","log2FC","p_value","adj_p_value","Group","CLASS","SUBCLASS A","Individual_Notation","HMDB","KEGG","SubclassB","cat_volcano"
"Cer_02",0.0048033028345289,-0.16340036078002,0.173006966449078,0.197817375766138,0.0585448898134228,0.953738223585343,0.999095822859824,-4.8190499403445,0.0048033028345289,0.953738223585343,0.999095822859824,"LIPE","Sphingolipids","Ceramides","Cer(d18:1/16:0)","HMDB04949","C00195","Sphingolipids","ns"
"Cer_03",0.0260743417683725,-0.236545950429955,0.2886946339667,0.232199098350782,0.203549269822706,0.84020540104494,0.999095822859824,-4.8119337047444,0.0260743417683725,0.84020540104494,0.999095822859824,"LIPE","Sphingolipids","Ceramides","Cer(d18:1/20:0)","HMDB04951","C00195","Sphingolipids","ns"
"Cer_05",-0.0281804743855477,-0.277774461500799,0.221413512729703,-0.136119644432641,-0.231472102413127,0.818662811201273,0.999095822859824,-4.80966261987084,-0.0281804743855477,0.818662811201273,0.999095822859824,"LIPE","Sphingolipids","Ceramides","Cer(d18:1/22:0)","HMDB04952","C00195","Sphingolipids","ns"
"Cer_06",-0.0615225451012123,-0.335853861179887,0.212808770977463,0.423829884524112,-0.459772912892727,0.649295819459219,0.999095822859824,-4.78030563247166,-0.0615225451012123,0.649295819459219,0.999095822859824,"LIPE","Sphingolipids","Ceramides","Cer(40:2)",NA,NA,"Sphingolipids","ns"
"Cer_07",-0.0392841135181038,-0.282284680303191,0.203716453266983,-0.301521378947807,-0.3314317775445,0.74283244797095,0.999095822859824,-4.79916383750629,-0.0392841135181038,0.74283244797095,0.999095822859824,"LIPE","Sphingolipids","Ceramides","Cer(d18:1/23:0)","HMDB00950",NA,"Sphingolipids","ns"
"Cer_09",0.00440295605340999,-0.22290355828489,0.23170947039171,-0.389279664984452,0.0397115596181952,0.968610166104059,0.999095822859824,-4.81939684934196,0.00440295605340999,0.968610166104059,0.999095822859824,"LIPE","Sphingolipids","Ceramides","Cer(d18:1/24:0)","HMDB04956","C00195","Sphingolipids","ns"
"Cer_10_Cer_11",-0.042517827507032,-0.252776440892143,0.167740785878079,-0.101173649472415,-0.414573697519026,0.681672231716721,0.999095822859824,-4.78763153079258,-0.042517827507032,0.681672231716721,0.999095822859824,"LIPE","Sphingolipids","Ceramides","Cer(d18:1/24:1)+Cer(d18:2/24:0)",NA,NA,"Sphingolipids","ns"
"Cer_12",-0.0506697285796959,-0.307388410298463,0.206048953139072,0.250632364032307,-0.404646305243158,0.688869706259394,0.999095822859824,-4.78914124690138,-0.0506697285796959,0.688869706259394,0.999095822859824,"LIPE","Sphingolipids","Ceramides","Cer(42:3)",NA,NA,"Sphingolipids","ns"
"Cer_13",-0.0957492862363173,-0.355586814327577,0.164088241854942,0.370625793360169,-0.755471602904083,0.456392434991167,0.999095822859824,-4.71447083793975,-0.0957492862363173,0.456392434991167,0.999095822859824,"LIPE","Sphingolipids","Ceramides","Cer(d18:1/18:0)","HMDB04950","C00195","Sphingolipids","ns"
"Cer_14",-0.211873606915689,-0.533141091745891,0.109393877914512,1.16400123983878,-1.35205563360178,0.187380043927671,0.999095822859824,-4.49463450658609,-0.211873606915689,0.187380043927671,0.999095822859824,"LIPE","Sphingolipids","Ceramides","Cer(43:1)","HMDB04957","C00195","Sphingolipids","ns"
"Cer_15",-0.0118208409880826,-0.307060494832583,0.283418812856418,-0.0275124753483855,-0.082083934120008,0.935174876345179,0.999095822859824,-4.81842946610074,-0.0118208409880826,0.935174876345179,0.999095822859824,"LIPE","Sphingolipids","Ceramides","Cer(d18:1/25:0)","HMDB04957","C00195","Sphingolipids","ns"
"Cho_01",0.0249867232827729,-0.0711118643057804,0.121085310871326,-0.0276391525299904,0.533060838167256,0.598276042684702,0.999095822859824,-4.76686213510991,0.0249867232827729,0.598276042684702,0.999095822859824,"LIPE","Sterols","Cholesterol and derivatives","Cholesterol","HMDB00067","C00187","Sterols","ns"
"ChoE_03",-0.00426689068348112,-0.149029502489589,0.140495721122627,-0.0672034220451326,-0.0604281893990645,0.9522518999337,0.999095822859824,-4.81900793847321,-0.00426689068348112,0.9522518999337,0.999095822859824,"LIPE","Sterols","Cholesteryl Ester","ChoE(16:0)","HMDB00885","C11251","Sterols","ns"
"ChoE_04",-0.141465110536435,-0.383323927965822,0.100393706892951,0.078946830776766,-1.19914553163644,0.240708475844847,0.999095822859824,-4.561154976379,-0.141465110536435,0.240708475844847,0.999095822859824,"LIPE","Sterols","Cholesteryl Ester","ChoE(16:1)","HMDB00658","C02530","Sterols","ns"
"ChoE_06",-0.0030847539554761,-0.228619825521032,0.22245031761008,0.337387673974715,-0.0280408335306153,0.977832215111117,0.999095822859824,-4.81954509571508,-0.0030847539554761,0.977832215111117,0.999095822859824,"LIPE","Sterols","Cholesteryl Ester","ChoE(18:0)","HMDB10368","C02530","Sterols","ns"
"ChoE_09",0.154880911036538,-0.042692323902422,0.352454145975499,-0.660801070896806,1.60714203061924,0.119453034917088,0.999095822859824,-4.36998578358077,0.154880911036538,0.119453034917088,0.999095822859824,"LIPE","Sterols","Cholesteryl Ester","ChoE(18:3)","HMDB10370","C02530","Sterols","ns"
"ChoE_11",-0.0543843710887743,-0.335357612284881,0.226588870107333,-0.259683667364828,-0.396820065601537,0.694564891749964,0.999095822859824,-4.79030613310714,-0.0543843710887743,0.694564891749964,0.999095822859824,"LIPE","Sterols","Cholesteryl Ester","ChoE(20:3)","HMDB10373",NA,"Sterols","ns"
"ChoE_14",0.0588879915793667,-0.187417530445791,0.305193513604525,-0.313967631476142,0.490159099359211,0.627911688428364,0.999095822859824,-4.7749657018443,0.0588879915793667,0.627911688428364,0.999095822859824,"LIPE","Sterols","Cholesteryl Ester","ChoE(22:4)","HMDB06729","C02530","Sterols","ns"
"ChoE_15",0.0156911704196686,-0.224973285950735,0.256355626790072,-0.0829442342945532,0.13366812627947,0.894639018298882,0.999095822859824,-4.81634427753135,0.0156911704196686,0.894639018298882,0.999095822859824,"LIPE","Sterols","Cholesteryl Ester","ChoE(22:5)","HMDB10375",NA,"Sterols","ns"
"ChoE_18",-0.0996425426365826,-0.318081911655592,0.118796826382427,-0.303031502123659,-0.935186788936024,0.357837082783883,0.999095822859824,-4.65987718492317,-0.0996425426365826,0.357837082783883,0.999095822859824,"LIPE","Sterols","Cholesteryl Ester","ChoE(17:1)",NA,NA,"Sterols","ns"
"CMH_01",-0.00922016156882711,-0.177753944004325,0.159313620866671,-0.173096899804875,-0.112159493367193,0.911512145815833,0.999095822859824,-4.81733474825068,-0.00922016156882711,0.911512145815833,0.999095822859824,"LIPE","Sphingolipids","Monohexosylceramides","CMH(d18:1/16:0)","HMDB04971","C01190","Sphingolipids","ns"
"CMH_02",-0.0866387189919758,-0.331879282494859,0.158601844510908,-0.295480816214341,-0.724276163186497,0.475017191058364,0.999095822859824,-4.72285025778157,-0.0866387189919758,0.475017191058364,0.999095822859824,"LIPE","Sphingolipids","Monohexosylceramides","CMH(d18:1/22:0)","HMDB04974","C01190","Sphingolipids","ns"
"CMH_03",-0.0133350370517459,-0.246638208677672,0.21996813457418,-0.766923955605495,-0.117181231859931,0.907568612919924,0.999095822859824,-4.81711898030005,-0.0133350370517459,0.907568612919924,0.999095822859824,"LIPE","Sphingolipids","Monohexosylceramides","CMH(d18:1/24:0)","HMDB04978",NA,"Sphingolipids","ns"
"CMH_09",-0.0462591726354791,-0.286916020224215,0.194397674953257,0.0401022061470565,-0.394079744351487,0.696563364647455,0.999095822859824,-4.79070873582659,-0.0462591726354791,0.696563364647455,0.999095822859824,"LIPE","Sphingolipids","Monohexosylceramides","CMH(d18:1/23:0)",NA,NA,"Sphingolipids","ns"
"DAPC03",0.00543437100837701,-0.132487375615871,0.143356117632625,-0.0255475872769876,0.0807794722691023,0.936202725936563,0.999095822859824,-4.81846928372956,0.00543437100837701,0.936202725936563,0.999095822859824,"LIPE","Glycerophospholipids","Diacylglycerophosphocholine","PC(16:0/16:0)","HMDB00564","C00157","Glycerophospholipids","ns"
"DAPC04",-0.155540487763588,-0.517802077497251,0.206721101970075,1.37764459717298,-0.880271323408013,0.386349479692452,0.999095822859824,-4.67768337343209,-0.155540487763588,0.386349479692452,0.999095822859824,"LIPE","Glycerophospholipids","Diacylglycerophosphocholine","PC(32:1)",NA,NA,"Glycerophospholipids","ns"
"DAPC05",-0.150797897762955,-0.445383950138621,0.143788154612711,1.20091049462594,-1.04946408779899,0.30310607247525,0.999095822859824,-4.61974876786876,-0.150797897762955,0.30310607247525,0.999095822859824,"LIPE","Glycerophospholipids","Diacylglycerophosphocholine","PC(14:0/18:2)","HMDB07874","C00157","Glycerophospholipids","ns"
"DAPC06",0.00698599741177839,-0.171009407326868,0.184981402150425,-0.667072665901973,0.0804644607853099,0.936450955855281,0.999095822859824,-4.81847880365776,0.00698599741177839,0.936450955855281,0.999095822859824,"LIPE","Glycerophospholipids","Diacylglycerophosphocholine","PC(16:0/18:0)","HMDB07970","C00157","Glycerophospholipids","ns"
"DAPC07",-0.017948038923595,-0.187929147640142,0.152033069792952,0.231393381418983,-0.216471546772323,0.830219005384873,0.999095822859824,-4.8109187188799,-0.017948038923595,0.830219005384873,0.999095822859824,"LIPE","Glycerophospholipids","Diacylglycerophosphocholine","PC(16:0/18:1)","HMDB07972","C00157","Glycerophospholipids","ns"
"DAPC09",-0.107744922271815,-0.457351744134277,0.241861899590648,0.843712095886017,-0.631831667552118,0.532717900725509,0.999095822859824,-4.74572190261575,-0.107744922271815,0.532717900725509,0.999095822859824,"LIPE","Glycerophospholipids","Diacylglycerophosphocholine","PC(14:0/20:4)","HMDB07883","C00157","Glycerophospholipids","ns"
"DAPC11",0.0316399358704671,-0.247121580351242,0.310401452092176,0.173609148434428,0.232695107305858,0.817722419787884,0.999095822859824,-4.80955652323247,0.0316399358704671,0.817722419787884,0.999095822859824,"LIPE","Glycerophospholipids","Diacylglycerophosphocholine","PC(18:0/18:1)","HMDB08038","C00157","Glycerophospholipids","ns"
"DAPC12",0.0091256686842364,-0.140832088425836,0.159083425794309,0.18677071848889,0.124761399109138,0.901620549457157,0.999095822859824,-4.81677541901267,0.0091256686842364,0.901620549457157,0.999095822859824,"LIPE","Glycerophospholipids","Diacylglycerophosphocholine","PC(18:0/18:2)","HMDB08039","C00157","Glycerophospholipids","ns"
"DAPC13",0.187268288085241,-0.0966055897662382,0.47114216593672,-0.519660436809071,1.35245643685927,0.187253421426935,0.999095822859824,-4.49445170620416,0.187268288085241,0.187253421426935,0.999095822859824,"LIPE","Glycerophospholipids","Diacylglycerophosphocholine","PC(18:2/18:2)","HMDB08138","C00157","Glycerophospholipids","ns"
"DAPC14",-0.00503801647448548,-0.167518744477377,0.157442711528406,0.062011997364134,-0.063568534931275,0.949773892344416,0.999095822859824,-4.81893494563747,-0.00503801647448548,0.949773892344416,0.999095822859824,"LIPE","Glycerophospholipids","Diacylglycerophosphocholine","PC(16:0/20:4)","HMDB07982","C00157","Glycerophospholipids","ns"
"DAPC15",0.0604103261184411,-0.321372701784954,0.442193354021837,0.411485679370967,0.324418262865492,0.748080983164517,0.999095822859824,-4.8000199545942,0.0604103261184411,0.748080983164517,0.999095822859824,"LIPE","Glycerophospholipids","Diacylglycerophosphocholine","PC(16:0/20:5)","HMDB07984","C00157","Glycerophospholipids","ns"
"DAPC16",-0.19490002099213,-0.492273688258389,0.102473646274129,1.51384617892083,-1.34367381071994,0.190043353648897,0.999095822859824,-4.49844746231865,-0.19490002099213,0.190043353648897,0.999095822859824,"LIPE","Glycerophospholipids","Diacylglycerophosphocholine","PC(18:3/18:3)","HMDB08206","C00157","Glycerophospholipids","ns"
