"Lipid","logFC","CI.L","CI.R","AveExpr","t","P.Value","adj.P.Val","B","log2FC","p_value","adj_p_value","Group","CLASS","SUBCLASS A","Individual_Notation","HMDB","KEGG","SubclassB","cat_volcano"
"Cer_02",-0.00478145056543124,-0.20406636512791,0.194503463997048,0.0895453064812567,-0.0495941153533685,0.960867917748998,0.992896275560747,-5.08998095449437,-0.00478145056543124,0.960867917748998,0.992896275560747,"Control","Sphingolipids","Ceramides","Cer(d18:1/16:0)","HMDB04949","C00195","Sphingolipids","ns"
"Cer_03",0.18097820887915,-0.104009998703828,0.465966416462128,0.0505714007613857,1.31263596227196,0.202070613876967,0.551674316889597,-4.55288658890748,0.18097820887915,0.202070613876967,0.551674316889597,"Control","Sphingolipids","Ceramides","Cer(d18:1/20:0)","HMDB04951","C00195","Sphingolipids","ns"
"Cer_05",0.162352583010717,-0.124101419697727,0.44880658571916,-0.340599503162364,1.17151865884614,0.253214461805642,0.613873399762208,-4.65810877720232,0.162352583010717,0.253214461805642,0.613873399762208,"Control","Sphingolipids","Ceramides","Cer(d18:1/22:0)","HMDB04952","C00195","Sphingolipids","ns"
"Cer_06",0.068598664218438,-0.170083900179815,0.307281228616691,0.249541499479536,0.594073070825818,0.558179514454092,0.871084557902882,-4.97623822613238,0.068598664218438,0.558179514454092,0.871084557902882,"Control","Sphingolipids","Ceramides","Cer(40:2)",NA,NA,"Sphingolipids","ns"
"Cer_07",0.154678413550642,-0.134176043367356,0.44353287046864,-0.547256778870887,1.10686725264177,0.279632139440919,0.629172313742068,-4.70294124649784,0.154678413550642,0.279632139440919,0.629172313742068,"Control","Sphingolipids","Ceramides","Cer(d18:1/23:0)","HMDB00950",NA,"Sphingolipids","ns"
"Cer_09",0.163609629093783,-0.109053355895866,0.436272614083432,-0.542284149490786,1.24030238215348,0.227191227825708,0.575698159830192,-4.60805831701374,0.163609629093783,0.227191227825708,0.575698159830192,"Control","Sphingolipids","Ceramides","Cer(d18:1/24:0)","HMDB04956","C00195","Sphingolipids","ns"
"Cer_10_Cer_11",0.0487588385369116,-0.171005811503755,0.268523488577579,-0.258912932463828,0.458606724749539,0.65075962094788,0.908191419512246,-5.02223930311871,0.0487588385369116,0.65075962094788,0.908191419512246,"Control","Sphingolipids","Ceramides","Cer(d18:1/24:1)+Cer(d18:2/24:0)",NA,NA,"Sphingolipids","ns"
"Cer_12",-0.0147210662997373,-0.260733126945808,0.231290994346333,0.0475512424648614,-0.123688058479619,0.902621553487554,0.992896275560747,-5.08577272621918,-0.0147210662997373,0.902621553487554,0.992896275560747,"Control","Sphingolipids","Ceramides","Cer(42:3)",NA,NA,"Sphingolipids","ns"
"Cer_13",0.167238383875004,-0.076427873003777,0.410904640753785,0.163538045666313,1.41868335324316,0.169210955506175,0.522789083094136,-4.46747569600671,0.167238383875004,0.169210955506175,0.522789083094136,"Control","Sphingolipids","Ceramides","Cer(d18:1/18:0)","HMDB04950","C00195","Sphingolipids","ns"
"Cer_14",0.0920408257107067,-0.218150999478556,0.402232650899969,0.88982911927132,0.613331203964196,0.545590141871588,0.871084557902882,-4.96877351448331,0.0920408257107067,0.545590141871588,0.871084557902882,"Control","Sphingolipids","Ceramides","Cer(43:1)","HMDB04957","C00195","Sphingolipids","ns"
"Cer_15",0.0544975436349603,-0.203832667859783,0.312827755129704,-0.148944023982901,0.436060381957512,0.666800766904976,0.908191419512246,-5.02877715674076,0.0544975436349603,0.666800766904976,0.908191419512246,"Control","Sphingolipids","Ceramides","Cer(d18:1/25:0)","HMDB04957","C00195","Sphingolipids","ns"
"Cho_01",0.0242563617444681,-0.0749856604087277,0.123498383897664,-0.0564999501182517,0.505213513422045,0.618147681978467,0.891362127051822,-5.00770752358677,0.0242563617444681,0.618147681978467,0.891362127051822,"Control","Sterols","Cholesterol and derivatives","Cholesterol","HMDB00067","C00187","Sterols","ns"
"ChoE_03",-0.0417027818875203,-0.238227356849532,0.154821793074491,-0.16276243153562,-0.438624679157543,0.664967946710632,0.908191419512246,-5.02804980443208,-0.0417027818875203,0.664967946710632,0.908191419512246,"Control","Sterols","Cholesteryl Ester","ChoE(16:0)","HMDB00885","C11251","Sterols","ns"
"ChoE_04",0.113103744754763,-0.257356848009555,0.483564337519082,-0.186799144014119,0.631073392226506,0.534125950608252,0.86053625375774,-4.96169496699541,0.113103744754763,0.534125950608252,0.86053625375774,"Control","Sterols","Cholesteryl Ester","ChoE(16:1)","HMDB00658","C02530","Sterols","ns"
"ChoE_06",0.188320610821891,-0.0496449609310281,0.426286182574811,0.186234840588314,1.63579406346178,0.115301946278214,0.436142144617591,-4.27694185473894,0.188320610821891,0.115301946278214,0.436142144617591,"Control","Sterols","Cholesteryl Ester","ChoE(18:0)","HMDB10368","C02530","Sterols","ns"
"ChoE_09",0.107405092460888,-0.144757877382693,0.35956806230447,-0.774496009532087,0.8804170920298,0.387611674115265,0.717493949958044,-4.8422442522673,0.107405092460888,0.387611674115265,0.717493949958044,"Control","Sterols","Cholesteryl Ester","ChoE(18:3)","HMDB10370","C02530","Sterols","ns"
"ChoE_11",-0.0151899302820755,-0.349218071173774,0.318838210609623,-0.26759104916408,-0.0939977864986926,0.925913411891552,0.992896275560747,-5.08789072509202,-0.0151899302820755,0.925913411891552,0.992896275560747,"Control","Sterols","Cholesteryl Ester","ChoE(20:3)","HMDB10373",NA,"Sterols","ns"
"ChoE_14",-0.107476080577716,-0.427645814181026,0.212693653025594,-0.32613647724622,-0.693867343611551,0.494615783554393,0.831981790204701,-4.93510202318513,-0.107476080577716,0.494615783554393,0.831981790204701,"Control","Sterols","Cholesteryl Ester","ChoE(22:4)","HMDB06729","C02530","Sterols","ns"
"ChoE_15",-0.0572396091786038,-0.281147074012878,0.16666785565567,-0.123707360615323,-0.528412386893965,0.602203320263641,0.883005992071968,-4.99996589489679,-0.0572396091786038,0.602203320263641,0.883005992071968,"Control","Sterols","Cholesteryl Ester","ChoE(22:5)","HMDB10375",NA,"Sterols","ns"
"ChoE_18",0.0159563708260614,-0.254396996967227,0.28630973861935,-0.424380952157095,0.121996462966053,0.903946409793215,0.992896275560747,-5.08590889531358,0.0159563708260614,0.903946409793215,0.992896275560747,"Control","Sterols","Cholesteryl Ester","ChoE(17:1)",NA,NA,"Sterols","ns"
"CMH_01",0.0201758675448973,-0.157423297160149,0.197775032249944,-0.191529652485338,0.234820604553028,0.816396392605429,0.961041793087807,-5.07273409200754,0.0201758675448973,0.816396392605429,0.961041793087807,"Control","Sphingolipids","Monohexosylceramides","CMH(d18:1/16:0)","HMDB04971","C01190","Sphingolipids","ns"
"CMH_02",0.0918747849259176,-0.178032593606214,0.36178216345805,-0.261219614383579,0.703601053206224,0.488643428758771,0.831981790204701,-4.93076634769584,0.0918747849259176,0.488643428758771,0.831981790204701,"Control","Sphingolipids","Monohexosylceramides","CMH(d18:1/22:0)","HMDB04974","C01190","Sphingolipids","ns"
"CMH_03",0.143348291010711,-0.119384540138055,0.406081122159476,-0.701639605911252,1.12777659299439,0.270877697053297,0.622879686617661,-4.68867984474946,0.143348291010711,0.270877697053297,0.622879686617661,"Control","Sphingolipids","Monohexosylceramides","CMH(d18:1/24:0)","HMDB04978",NA,"Sphingolipids","ns"
"CMH_09",0.106426893455485,-0.161505882840822,0.374359669751793,-0.00528464324117862,0.82105158509561,0.41992668149998,0.755868026699965,-4.87400497840823,0.106426893455485,0.41992668149998,0.755868026699965,"Control","Sphingolipids","Monohexosylceramides","CMH(d18:1/23:0)",NA,NA,"Sphingolipids","ns"
"DAPC03",-0.0301347844095954,-0.178621486628578,0.118351917809388,-0.0546654405968591,-0.419493686904553,0.678692426037408,0.908191419512246,-5.03337565679494,-0.0301347844095954,0.678692426037408,0.908191419512246,"Control","Glycerophospholipids","Diacylglycerophosphocholine","PC(16:0/16:0)","HMDB00564","C00157","Glycerophospholipids","ns"
"DAPC04",0.237640543271383,-0.198658756753738,0.673939843296504,1.13079667146087,1.12596733049263,0.271648660661055,0.622879686617661,-4.68991885142315,0.237640543271383,0.271648660661055,0.622879686617661,"Control","Glycerophospholipids","Diacylglycerophosphocholine","PC(32:1)",NA,NA,"Glycerophospholipids","ns"
"DAPC05",0.223882848044686,-0.139653721492053,0.587419417581426,1.02334349351108,1.27296839390017,0.215566626200938,0.563142125559707,-4.58345987073509,0.223882848044686,0.215566626200938,0.563142125559707,"Control","Glycerophospholipids","Diacylglycerophosphocholine","PC(14:0/18:2)","HMDB07874","C00157","Glycerophospholipids","ns"
