"Lipid","logFC","CI.L","CI.R","AveExpr","t","P.Value","adj.P.Val","B","log2FC","p_value","adj_p_value","Group","CLASS","SUBCLASS A","Individual_Notation","HMDB","KEGG","SubclassB","cat_volcano"
"DAPC07",0.0556525198382338,-0.0787568258829063,0.190061865559374,0.200006015809617,0.846391446903588,0.404182365618047,0.521958415897316,-5.57169032646428,0.0556525198382338,0.404182365618047,0.521958415897316,"PLUS","Glycerophospholipids","Diacylglycerophosphocholine","PC(16:0/18:1)","HMDB07972","C00157","Glycerophospholipids","ns"
"DAPC09",0.2442387473024,0.00164510415559541,0.486832390449205,0.761453071290327,2.05802690066402,0.0485636027661693,0.273501298499019,-4.02214805989868,0.2442387473024,0.0485636027661693,0.273501298499019,"PLUS","Glycerophospholipids","Diacylglycerophosphocholine","PC(14:0/20:4)","HMDB07883","C00157","Glycerophospholipids","Glycerophospholipids"
"DAPC11",0.145802053758941,-0.00386330582973388,0.295467413347616,-0.00527650071217909,1.99139883134828,0.0558156575763916,0.273501298499019,-4.1346107795873,0.145802053758941,0.0558156575763916,0.273501298499019,"PLUS","Glycerophospholipids","Diacylglycerophosphocholine","PC(18:0/18:1)","HMDB08038","C00157","Glycerophospholipids","ns"
"DAPC12",0.146371349905542,0.018936187778894,0.273806512032191,0.153055305394507,2.34791679402693,0.0258230676611341,0.26959282638224,-3.50270259210868,0.146371349905542,0.0258230676611341,0.26959282638224,"PLUS","Glycerophospholipids","Diacylglycerophosphocholine","PC(18:0/18:2)","HMDB08039","C00157","Glycerophospholipids","Glycerophospholipids"
"DAPC13",0.263836173449789,-0.000147281493821538,0.5278196283934,-0.499959243376303,2.04302429415707,0.0501198278235577,0.273501298499019,-4.04770787853774,0.263836173449789,0.0501198278235577,0.273501298499019,"PLUS","Glycerophospholipids","Diacylglycerophosphocholine","PC(18:2/18:2)","HMDB08138","C00157","Glycerophospholipids","ns"
"DAPC14",0.110304387454638,-0.0224138898146846,0.24302266472396,0.130741263697227,1.69893964736104,0.0999076410170529,0.277254083483343,-4.59453640465819,0.110304387454638,0.0999076410170529,0.277254083483343,"PLUS","Glycerophospholipids","Diacylglycerophosphocholine","PC(16:0/20:4)","HMDB07982","C00157","Glycerophospholipids","ns"
"DAPC15",0.162275986103489,-0.0983769149757959,0.422928887182775,0.361050566671757,1.27264593251091,0.213132714701545,0.375103173120989,-5.15602474809083,0.162275986103489,0.213132714701545,0.375103173120989,"PLUS","Glycerophospholipids","Diacylglycerophosphocholine","PC(16:0/20:5)","HMDB07984","C00157","Glycerophospholipids","ns"
"DAPC16",0.136666050728653,-0.0783759575546825,0.351708059011989,1.44103451873676,1.29913187123073,0.204011359526359,0.367340426330769,-5.12520853934674,0.136666050728653,0.204011359526359,0.367340426330769,"PLUS","Glycerophospholipids","Diacylglycerophosphocholine","PC(18:3/18:3)","HMDB08206","C00157","Glycerophospholipids","ns"
"DAPC17",0.185324193873631,-0.00244725870873702,0.373095646455999,0.00723275741823368,2.01752281062239,0.0528661022269979,0.273501298499019,-4.0908401785193,0.185324193873631,0.0528661022269979,0.273501298499019,"PLUS","Glycerophospholipids","Diacylglycerophosphocholine","PC(20:0/18:2)","HMDB08270","C00157","Glycerophospholipids","ns"
"DAPC18",0.110453487737293,-0.09998455513536,0.320891530609946,0.444416886995759,1.07292923677514,0.29204516120078,0.436789621579007,-5.36994984808102,0.110453487737293,0.29204516120078,0.436789621579007,"PLUS","Glycerophospholipids","Diacylglycerophosphocholine","PC(18:0/20:3)","HMDB08046","C00157","Glycerophospholipids","ns"
"DAPC19",0.155011331318033,-0.0367510242406834,0.346773686876749,0.0839197562718055,1.65240305913751,0.109111521846205,0.279197129429994,-4.66236949023488,0.155011331318033,0.109111521846205,0.279197129429994,"PLUS","Glycerophospholipids","Diacylglycerophosphocholine","PC(18:0/20:4)","HMDB08048","C00157","Glycerophospholipids","ns"
"DAPC20",0.1581129791197,-0.00830935116464618,0.324535309404045,-0.0193047701423941,1.94210104843479,0.0617759609487863,0.273501298499019,-4.21604899263603,0.1581129791197,0.0617759609487863,0.273501298499019,"PLUS","Glycerophospholipids","Diacylglycerophosphocholine","PC(38:5)",NA,NA,"Glycerophospholipids","ns"
"DAPC21",0.112248925426335,-0.0380895641020488,0.262587414954719,0.779735418021479,1.52625784604015,0.137650335257376,0.308942641794028,-4.83841289466426,0.112248925426335,0.137650335257376,0.308942641794028,"PLUS","Glycerophospholipids","Diacylglycerophosphocholine","PC(38:5)",NA,NA,"Glycerophospholipids","ns"
"DAPC23",0.226592074122587,0.0436339726341187,0.409550175611055,-0.198209338830831,2.53168092627021,0.0169552690114489,0.26959282638224,-3.15019923856177,0.226592074122587,0.0169552690114489,0.26959282638224,"PLUS","Glycerophospholipids","Diacylglycerophosphocholine","PC(18:2/20:4)","HMDB08147","C00157","Glycerophospholipids","Glycerophospholipids"
"DAPC24",0.0889424876875273,-0.0633345539537476,0.241219529328802,0.726767027523918,1.19396265009235,0.242052996369553,0.402571906539218,-5.24422984089706,0.0889424876875273,0.242052996369553,0.402571906539218,"PLUS","Glycerophospholipids","Diacylglycerophosphocholine","PC(16:0/22:6)","HMDB07991","C00157","Glycerophospholipids","ns"
"DAPC26",0.190691123983841,-0.00380601722766694,0.385188265195349,-0.064885101439425,2.00416353583898,0.0543568923381447,0.273501298499019,-4.11327629914952,0.190691123983841,0.0543568923381447,0.273501298499019,"PLUS","Glycerophospholipids","Diacylglycerophosphocholine","PC(18:0/22:4)","HMDB08054","C00157","Glycerophospholipids","ns"
"DAPC27",0.168775833482542,-0.0159482028355862,0.35349986980067,0.243318508616111,1.86768121938427,0.071820783586178,0.273501298499019,-4.33605305426669,0.168775833482542,0.071820783586178,0.273501298499019,"PLUS","Glycerophospholipids","Diacylglycerophosphocholine","PC(20:0/20:4)","HMDB08279","C00157","Glycerophospholipids","ns"
"DAPC28",0.108286341252444,-0.0580155613077848,0.274588243812673,0.923850806293657,1.33104384746647,0.193421773275567,0.367340426330769,-5.08733596910495,0.108286341252444,0.193421773275567,0.367340426330769,"PLUS","Glycerophospholipids","Diacylglycerophosphocholine","PC(40:5)",NA,NA,"Glycerophospholipids","ns"
