"Lipid","logFC","CI.L","CI.R","AveExpr","t","P.Value","adj.P.Val","B","log2FC","p_value","adj_p_value","CLASS","SUBCLASS A","Individual_Notation","HMDB","KEGG","SubclassB","cat_volcano"
"DAPC06",0.0905816896941573,-0.0336206621827243,0.214784041571039,-0.723619810642684,1.44696679692697,0.151041068072936,0.389159908404715,-4.42296404339945,0.0905816896941573,0.151041068072936,0.389159908404715,"Glycerophospholipids","Diacylglycerophosphocholine","PC(16:0/18:0)","HMDB07970","C00157","Glycerophospholipids","ns"
"DAPC07",0.031327390097954,-0.0875398604537261,0.150194640649634,0.180925825828366,0.522889553333021,0.602210471506656,0.749070961661425,-4.85184519793642,0.031327390097954,0.602210471506656,0.749070961661425,"Glycerophospholipids","Diacylglycerophosphocholine","PC(16:0/18:1)","HMDB07972","C00157","Glycerophospholipids","ns"
"DAPC09",0.0186305572391702,-0.25794214002032,0.295203254498661,0.745040835829785,0.133649519413164,0.893949099739161,0.923140310049051,-4.91301026872181,0.0186305572391702,0.893949099739161,0.923140310049051,"Glycerophospholipids","Diacylglycerophosphocholine","PC(14:0/20:4)","HMDB07883","C00157","Glycerophospholipids","ns"
"DAPC11",0.109973187990334,-0.0686690998074672,0.288615475788136,0.00115077566504718,1.22137917430815,0.224820908608389,0.451371208821458,-4.56348408491184,0.109973187990334,0.224820908608389,0.451371208821458,"Glycerophospholipids","Diacylglycerophosphocholine","PC(18:0/18:1)","HMDB08038","C00157","Glycerophospholipids","ns"
"DAPC12",0.0702285255991092,-0.0298635142694998,0.170320565467718,0.135005327740917,1.39207289737207,0.166995822763709,0.389159908404715,-4.45922312206669,0.0702285255991092,0.166995822763709,0.389159908404715,"Glycerophospholipids","Diacylglycerophosphocholine","PC(18:0/18:2)","HMDB08039","C00157","Glycerophospholipids","ns"
"DAPC13",0.0272121205737817,-0.201634824059635,0.256059065207198,-0.576719353389358,0.235920258674377,0.813978197781028,0.900204701783255,-4.90394889284934,0.0272121205737817,0.813978197781028,0.900204701783255,"Glycerophospholipids","Diacylglycerophosphocholine","PC(18:2/18:2)","HMDB08138","C00157","Glycerophospholipids","ns"
"DAPC14",0.0511561378075455,-0.0639969098008522,0.166309185415943,0.062082848828262,0.88139438578365,0.380222944176681,0.590703502560201,-4.73204309214306,0.0511561378075455,0.380222944176681,0.590703502560201,"Glycerophospholipids","Diacylglycerophosphocholine","PC(16:0/20:4)","HMDB07982","C00157","Glycerophospholipids","ns"
"DAPC15",0.0668282700610218,-0.187085248438151,0.320741788560195,0.285788655816532,0.522182559958279,0.602700773750572,0.749070961661425,-4.8520216970068,0.0668282700610218,0.602700773750572,0.749070961661425,"Glycerophospholipids","Diacylglycerophosphocholine","PC(16:0/20:5)","HMDB07984","C00157","Glycerophospholipids","ns"
"DAPC16",0.051145652215302,-0.21346267584302,0.315753980273624,1.4691535519605,0.383489237454272,0.702173046839986,0.821825853027966,-4.88205657443869,0.051145652215302,0.702173046839986,0.821825853027966,"Glycerophospholipids","Diacylglycerophosphocholine","PC(18:3/18:3)","HMDB08206","C00157","Glycerophospholipids","ns"
"DAPC17",0.111743483119234,-0.0739292302406869,0.297416196479154,0.0467256129727563,1.19404883162081,0.235290251562102,0.461735004945178,-4.57897243462938,0.111743483119234,0.235290251562102,0.461735004945178,"Glycerophospholipids","Diacylglycerophosphocholine","PC(20:0/18:2)","HMDB08270","C00157","Glycerophospholipids","ns"
"DAPC18",0.104669183844136,-0.115866332718621,0.325204700406893,0.473971700398252,0.941647297133908,0.348647834789354,0.568603889283958,-4.7060257217612,0.104669183844136,0.348647834789354,0.568603889283958,"Glycerophospholipids","Diacylglycerophosphocholine","PC(18:0/20:3)","HMDB08046","C00157","Glycerophospholipids","ns"
"DAPC19",0.0886652324143766,-0.0569226692971495,0.234253134125903,0.0433207940404126,1.20830351148629,0.229786844237507,0.454351260196888,-4.57093598345315,0.0886652324143766,0.229786844237507,0.454351260196888,"Glycerophospholipids","Diacylglycerophosphocholine","PC(18:0/20:4)","HMDB08048","C00157","Glycerophospholipids","ns"
"DAPC20",0.0587695712400429,-0.0687445358693763,0.186283678349462,-0.0747734304485171,0.914412713647343,0.362704787022503,0.573733026744686,-4.7179932930825,0.0587695712400429,0.362704787022503,0.573733026744686,"Glycerophospholipids","Diacylglycerophosphocholine","PC(38:5)",NA,NA,"Glycerophospholipids","ns"
"DAPC21",0.100412731093992,-0.0720636644314613,0.272889126619446,0.733150291808208,1.15506674249971,0.250822158864577,0.484922840471515,-4.6004830298474,0.100412731093992,0.250822158864577,0.484922840471515,"Glycerophospholipids","Diacylglycerophosphocholine","PC(38:5)",NA,NA,"Glycerophospholipids","ns"
"DAPC23",0.0563828476815527,-0.117331131207193,0.230096826570298,-0.276887171584229,0.643961949387384,0.521077828360982,0.68907549693341,-4.81813420773965,0.0563828476815527,0.521077828360982,0.68907549693341,"Glycerophospholipids","Diacylglycerophosphocholine","PC(18:2/20:4)","HMDB08147","C00157","Glycerophospholipids","ns"
"DAPC24",0.0932870520769134,-0.0244609410111761,0.211035045165003,0.674434606490635,1.57186709716997,0.1191475904788,0.382594809159304,-4.33558906764941,0.0932870520769134,0.1191475904788,0.382594809159304,"Glycerophospholipids","Diacylglycerophosphocholine","PC(16:0/22:6)","HMDB07991","C00157","Glycerophospholipids","ns"
"DAPC26",0.11826280357955,-0.109327079934667,0.345852687093767,-0.0505654516933829,1.0309632495326,0.305050957223152,0.53720686186427,-4.66438512123063,0.11826280357955,0.305050957223152,0.53720686186427,"Glycerophospholipids","Diacylglycerophosphocholine","PC(18:0/22:4)","HMDB08054","C00157","Glycerophospholipids","ns"
"DAPC27",0.106876385321236,-0.0200125438296365,0.233765314472108,0.194949615914863,1.67111367213418,0.0978333813970029,0.378892483690515,-4.26139470848026,0.106876385321236,0.0978333813970029,0.378892483690515,"Glycerophospholipids","Diacylglycerophosphocholine","PC(20:0/20:4)","HMDB08279","C00157","Glycerophospholipids","ns"
"DAPC28",0.171848753464634,-0.033038834077098,0.376736341006366,0.922963542749843,1.66409725800548,0.0992310205807756,0.378892483690515,-4.26677716025278,0.171848753464634,0.0992310205807756,0.378892483690515,"Glycerophospholipids","Diacylglycerophosphocholine","PC(40:5)",NA,NA,"Glycerophospholipids","ns"
"DAPC29",0.111326633506725,-0.0641856214647641,0.286838888478214,0.176348208847766,1.25846052664037,0.211162372287406,0.440907033336104,-4.5419350751678,0.111326633506725,0.211162372287406,0.440907033336104,"Glycerophospholipids","Diacylglycerophosphocholine","PC(18:0/22:5)","HMDB08056","C00157","Glycerophospholipids","ns"
"DAPC30",0.200353699135519,0.0113186049492426,0.389388793321795,1.02890781543768,2.10282385349232,0.0379977159678315,0.363239758682158,-3.89122394616402,0.200353699135519,0.0379977159678315,0.363239758682158,"Glycerophospholipids","Diacylglycerophosphocholine","PC(18:0/22:6)","HMDB08057","C00157","Glycerophospholipids","Glycerophospholipids"
"DAPC32",0.12062745813681,-0.0510525140013785,0.292307430274998,0.520389502562317,1.39403767127566,0.166403401596349,0.389159908404715,-4.45794808447646,0.12062745813681,0.166403401596349,0.389159908404715,"Glycerophospholipids","Diacylglycerophosphocholine","PC(18:1/22:6)","HMDB08123","C00157","Glycerophospholipids","ns"
"DAPC34",0.0444014089578737,-0.131226291337743,0.22002910925349,-0.142464675723774,0.50159327419817,0.617058758922053,0.74908063292398,-4.85705785370684,0.0444014089578737,0.617058758922053,0.74908063292398,"Glycerophospholipids","Diacylglycerophosphocholine","PC(40:8)",NA,NA,"Glycerophospholipids","ns"
"DAPC37",0.0833010983472226,-0.119039190910593,0.285641387605038,-0.0544110323691408,0.816801127975206,0.415988292423503,0.630487174797869,-4.75806790621049,0.0833010983472226,0.415988292423503,0.630487174797869,"Glycerophospholipids","Diacylglycerophosphocholine","PC(22:4/20:4)","HMDB08640","C00157","Glycerophospholipids","ns"
"DAPC38",-0.0766265256661388,-0.296798664816097,0.143545613483819,0.630407551811784,-0.69050168107632,0.491482111503506,0.668108495325079,-4.80333738593719,-0.0766265256661388,0.491482111503506,0.668108495325079,"Glycerophospholipids","Diacylglycerophosphocholine","PC(16:1/18:2)","HMDB08006","C00157","Glycerophospholipids","ns"
"DAPC39_DAPC40",0.123990316623748,-0.140538600777845,0.388519234025341,0.506799545878114,0.929956388135945,0.354638437152831,0.5712506273234,-4.71120490122193,0.123990316623748,0.354638437152831,0.5712506273234,"Glycerophospholipids","Diacylglycerophosphocholine","PC(34:3)",NA,NA,"Glycerophospholipids","ns"
"DAPC41_DAPC42",0.0430517519983809,-0.101911864339336,0.188015368336098,0.107037264461167,0.589223124662126,0.557043529523992,0.712688045126283,-4.83423288838009,0.0430517519983809,0.557043529523992,0.712688045126283,"Glycerophospholipids","Diacylglycerophosphocholine","PC(36:3)",NA,NA,"Glycerophospholipids","ns"
"DAPC44",-0.0670933321182016,-0.324443459576258,0.190256795339855,0.21180540210279,-0.517252908178395,0.606124562500087,0.74908063292398,-4.85324578886845,-0.0670933321182016,0.606124562500087,0.74908063292398,"Glycerophospholipids","Diacylglycerophosphocholine","PC(16:1/20:4)",NA,NA,"Glycerophospholipids","ns"
"DAPC45",0.0592938706394556,-0.100511972918109,0.21909971419702,0.740668017269812,0.736147960481025,0.463368048113519,0.645249350795622,-4.78783709237733,0.0592938706394556,0.463368048113519,0.645249350795622,"Glycerophospholipids","Diacylglycerophosphocholine","PC(31:0)",NA,NA,"Glycerophospholipids","ns"
"DAPC46",0.121383215361618,-0.348088243531053,0.59085467425429,1.27999402303865,0.512995177396445,0.60909214257805,0.74908063292398,-4.85429228083181,0.121383215361618,0.60909214257805,0.74908063292398,"Glycerophospholipids","Diacylglycerophosphocholine","PC(14:0/14:0)","HMDB07866","C00157","Glycerophospholipids","ns"
"DAPC47",0.138464065820491,-0.189502367313001,0.466430498953982,1.21733884696838,0.83766722455036,0.404225875491392,0.617858155126331,-4.74987040131268,0.138464065820491,0.404225875491392,0.617858155126331,"Glycerophospholipids","Diacylglycerophosphocholine","PC(30:0)",NA,NA,"Glycerophospholipids","ns"
"DAPC51",0.0322766397461345,-0.0948897931436638,0.159443072635933,-0.159569970601537,0.503574573201146,0.615670493113355,0.74908063292398,-4.85658196553999,0.0322766397461345,0.615670493113355,0.74908063292398,"Glycerophospholipids","Diacylglycerophosphocholine","PC(40:1)",NA,NA,"Glycerophospholipids","ns"
"DAPE03",0.155033710787707,-0.17719963386415,0.487267055439563,0.54081679807268,0.925863073997726,0.356758054611932,0.5712506273234,-4.71300130704726,0.155033710787707,0.356758054611932,0.5712506273234,"Glycerophospholipids","Diacylglycerophosphoethanolamine","PE(16:0/18:2)","HMDB08928","C00350","Glycerophospholipids","ns"
"DAPE04",0.183742213049275,-0.0740561176108626,0.441540543709413,0.831601348196332,1.41408921384425,0.160448844244119,0.389159908404715,-4.4448389255204,0.183742213049275,0.160448844244119,0.389159908404715,"Glycerophospholipids","Diacylglycerophosphocholine","PC(16:0/17:0)",NA,NA,"Glycerophospholipids","ns"
"DAPE05",0.127593511532336,-0.0996723950258231,0.354859418090494,0.917873786108301,1.1138899046302,0.268002854328116,0.499633892711701,-4.62246008100838,0.127593511532336,0.268002854328116,0.499633892711701,"Glycerophospholipids","Diacylglycerophosphocholine","PC(33:1)",NA,NA,"Glycerophospholipids","ns"
"DAPE06",0.063166843244054,-0.11111282616708,0.237446512655188,0.897878828180523,0.719101862780531,0.473759183274369,0.654238872140795,-4.79373973480043,0.063166843244054,0.473759183274369,0.654238872140795,"Glycerophospholipids","Diacylglycerophosphocholine","PC(15:0/18:2)","HMDB07940","C00157","Glycerophospholipids","ns"
"DAPE08",0.133005053342813,-0.105451170854028,0.371461277539654,0.36539023695496,1.10664275828846,0.271109681614422,0.501841325541589,-4.62624864046901,0.133005053342813,0.271109681614422,0.501841325541589,"Glycerophospholipids","Diacylglycerophosphoethanolamine","PE(16:0/20:4)","HMDB08937","C00350","Glycerophospholipids","ns"
"DAPE11",0.185524012747375,-0.0674794458485508,0.438527471343301,1.23094022502346,1.45486145785105,0.148846846895623,0.389159908404715,-4.41764120875929,0.185524012747375,0.148846846895623,0.389159908404715,"Glycerophospholipids","Diacylglycerophosphocholine","PC(17:0/18:1)",NA,NA,"Glycerophospholipids","ns"
"DAPE12",0.153543498949578,-0.0352947926702493,0.342381790569405,0.266437191083242,1.6132041771668,0.109859019397311,0.382594809159304,-4.30519510402346,0.153543498949578,0.109859019397311,0.382594809159304,"Glycerophospholipids","Diacylglycerophosphocholine","PC(16:0/19:1)",NA,NA,"Glycerophospholipids","ns"
"DAPE13",0.177620363862926,-0.0209978543186873,0.376238582044539,1.1172012772867,1.77427789348451,0.0790677849790717,0.378892483690515,-4.17987133143214,0.177620363862926,0.0790677849790717,0.378892483690515,"Glycerophospholipids","Diacylglycerophosphocholine","PC(17:1/18:1)",NA,NA,"Glycerophospholipids","ns"
"DAPE14",0.123998365522532,-0.0354712022718981,0.283467933316963,0.357538685673342,1.54271645200836,0.126065722558238,0.382594809159304,-4.35658329306314,0.123998365522532,0.126065722558238,0.382594809159304,"Glycerophospholipids","Diacylglycerophosphocholine","PC(17:0/18:2)",NA,NA,"Glycerophospholipids","ns"
"DAPE15",0.127577660962516,-0.0884080601794301,0.343563382104461,-0.00166834199043912,1.1719189104576,0.244020674435785,0.475294000207015,-4.59126784181028,0.127577660962516,0.244020674435785,0.475294000207015,"Glycerophospholipids","Diacylglycerophosphocholine","PC(17:1/18:2)",NA,NA,"Glycerophospholipids","ns"
"DAPE17",0.0739048017785981,-0.140051253739297,0.287860857296493,0.843826355096652,0.685324158416741,0.494728717464898,0.669037281131286,-4.80503383751889,0.0739048017785981,0.494728717464898,0.669037281131286,"Glycerophospholipids","Diacylglycerophosphocholine","PC(15:0/20:4)","HMDB07949","C00157","Glycerophospholipids","ns"
"DAPE18",0.195567364432779,-0.0325732204646013,0.423707949330159,0.2707203168019,1.70075517066434,0.092104159475139,0.378892483690515,-4.23842727336303,0.195567364432779,0.092104159475139,0.378892483690515,"Glycerophospholipids","Diacylglycerophosphoethanolamine","PE(18:0/20:4)","HMDB09003","C00350","Glycerophospholipids","ns"
"DAPE21",0.209860696065077,-0.0881703267482671,0.507891718878421,1.04546788066195,1.39709518360313,0.165489556450448,0.389159908404715,-4.45596400592242,0.209860696065077,0.165489556450448,0.389159908404715,"Glycerophospholipids","Diacylglycerophosphoethanolamine","PE(16:0/22:6)","HMDB08946","C00350","Glycerophospholipids","ns"
"DAPE23",0.198693301164588,0.0223180523099021,0.375068550019274,0.722338056019464,2.23508247558473,0.0276417229402561,0.363239758682158,-3.76297958667829,0.198693301164588,0.0276417229402561,0.363239758682158,"Glycerophospholipids","Diacylglycerophosphocholine","PC(37:2)",NA,NA,"Glycerophospholipids","Glycerophospholipids"
"DAPE24",0.177868899546831,-0.0623343180065038,0.418072117100165,0.703701295616309,1.46916023568339,0.14493567401268,0.389159908404715,-4.40793149937336,0.177868899546831,0.14493567401268,0.389159908404715,"Glycerophospholipids","Diacylglycerophosphocholine","PC(19:1/18:2)",NA,NA,"Glycerophospholipids","ns"
"DAPE25",0.115386298007668,-0.122559710245544,0.35333230626088,0.447742517641998,0.962107907208074,0.33832155665954,0.562432651516815,-4.69681002765103,0.115386298007668,0.33832155665954,0.562432651516815,"Glycerophospholipids","Diacylglycerophosphocholine","PC(17:0/20:3)",NA,NA,"Glycerophospholipids","ns"
"DAPE26",0.143234705939028,-0.0884201929705686,0.374889604848625,1.23170260666768,1.22674625130315,0.222805264847214,0.451371208821458,-4.56040318270416,0.143234705939028,0.222805264847214,0.451371208821458,"Glycerophospholipids","Diacylglycerophosphocholine","PC(17:0/20:4)",NA,NA,"Glycerophospholipids","ns"
"DAPE28",0.0739859411719984,-0.177924724732024,0.325896607076021,0.411975950081535,0.582707508833972,0.561404970845736,0.714764377515791,-4.83605498984976,0.0739859411719984,0.561404970845736,0.714764377515791,"Glycerophospholipids","Diacylglycerophosphocholine","PC(37:5)",NA,NA,"Glycerophospholipids","ns"
"DAPE30",0.160389468402593,-0.0669681284178706,0.387747065223057,1.79619547726663,1.39963355401354,0.164724913827805,0.389159908404715,-4.45430736662406,0.160389468402593,0.164724913827805,0.389159908404715,"Glycerophospholipids","Diacylglycerophosphocholine","PC(15:0/22:6)","HMDB07958","C00157","Glycerophospholipids","ns"
"DAPE42",0.269077799636569,-0.0411400621275501,0.579295661400688,-0.533926435929915,1.72096150653734,0.0883647403316465,0.378892483690515,-4.22257840178479,0.269077799636569,0.0883647403316465,0.378892483690515,"Glycerophospholipids","Diacylglycerophosphoethanolamine","PE(18:0/18:1)",NA,NA,"Glycerophospholipids","ns"
"DAPI01",0.162597918012631,-0.133198286276299,0.458394122301562,0.162459348646579,1.09063327383662,0.278065549383945,0.511092312600068,-4.63453299874882,0.162597918012631,0.278065549383945,0.511092312600068,"Glycerophospholipids","Diacylglycerophosphoinositol","PI(16:0/18:1)","HMDB09783","C00626","Glycerophospholipids","ns"
"DAPI02",0.157126276334443,-0.0853409706375513,0.399593523306438,-0.0743341994862135,1.28571202166925,0.201519915878648,0.432393851088676,-4.52570738768714,0.157126276334443,0.201519915878648,0.432393851088676,"Glycerophospholipids","Diacylglycerophosphoinositol","PI(16:0/18:2)","HMDB09784","C00626","Glycerophospholipids","ns"
"DAPI03",0.104997107624583,-0.156004027808262,0.365998243057427,-0.513400454034763,0.798147038578305,0.42668097590103,0.632748492671414,-4.76522285890364,0.104997107624583,0.42668097590103,0.632748492671414,"Glycerophospholipids","Diacylglycerophosphoinositol","PI(18:0/18:1)","HMDB09837","C00626","Glycerophospholipids","ns"
"DAPI04",0.12447865945665,-0.0613387900385512,0.310296108951851,-0.417958241092679,1.32909607515363,0.186847873009817,0.416814485944977,-4.49919240196468,0.12447865945665,0.186847873009817,0.416814485944977,"Glycerophospholipids","Diacylglycerophosphoinositol","PI(18:0/18:2)","HMDB09809","C00626","Glycerophospholipids","ns"
"DAPI05",0.0115356050126136,-0.216271755334283,0.23934296535951,0.330228408617963,0.1004663427086,0.920175724196195,0.945534897697665,-4.91487343965719,0.0115356050126136,0.920175724196195,0.945534897697665,"Glycerophospholipids","Diacylglycerophosphoinositol","PI(18:0/20:3)","HMDB09813","C00626","Glycerophospholipids","ns"
"DAPI06",0.187264087180664,-0.046523019942932,0.42105119430426,0.450005429287467,1.5892122664072,0.115176666861679,0.382594809159304,-4.32292445224525,0.187264087180664,0.115176666861679,0.382594809159304,"Glycerophospholipids","Diacylglycerophosphoinositol","PI(18:0/20:4)","HMDB09815","C00626","Glycerophospholipids","ns"
"DG02",0.369482237983376,-0.0191582898883711,0.758122765855124,-0.74262657935213,1.88629371593799,0.0621723421568938,0.363239758682158,-4.08640010475785,0.369482237983376,0.0621723421568938,0.363239758682158,"Glycerolipids","Diacylglycerols","DG(32:0)",NA,NA,"Glycerolipids","ns"
"DG03",0.265312606326557,-0.165113092890864,0.695738305543978,-0.11399713086184,1.22299176317588,0.224222459181079,0.451371208821458,-4.56256120140772,0.265312606326557,0.224222459181079,0.451371208821458,"Glycerolipids","Diacylglycerols","DG(32:1)",NA,NA,"Glycerolipids","ns"
"DG04",0.179637671005554,-0.214383004329348,0.573658346340455,-0.227738676586296,0.904570133786765,0.367878865076389,0.575824650432111,-4.72223202190904,0.179637671005554,0.367878865076389,0.575824650432111,"Glycerolipids","Diacylglycerols","DG(32:2)",NA,NA,"Glycerolipids","ns"
"DG05",0.332604275212152,-0.00609021048281799,0.671298760907123,-0.205534939703967,1.94842431690465,0.0541820786768741,0.363239758682158,-4.03233344307299,0.332604275212152,0.0541820786768741,0.363239758682158,"Glycerolipids","Diacylglycerols","DG(34:0)",NA,NA,"Glycerolipids","ns"
"DG06",0.242879982933294,-0.0693460463073002,0.555106012173889,-0.906906983054971,1.54341496412201,0.12590349887533,0.382594809159304,-4.35609461790692,0.242879982933294,0.12590349887533,0.382594809159304,"Glycerolipids","Diacylglycerols","DG(34:1)",NA,NA,"Glycerolipids","ns"
"DG07",0.200223199526164,-0.112519866946025,0.512966265998353,-0.637429490720469,1.27024295737631,0.206959289007396,0.435615922830084,-4.53496142249946,0.200223199526164,0.206959289007396,0.435615922830084,"Glycerolipids","Diacylglycerols","DG(34:2)",NA,NA,"Glycerolipids","ns"
"DG08",0.251755794287295,-0.0344374940216011,0.537949082596191,-0.269348445344858,1.74532143879758,0.0840121590133442,0.378892483690515,-4.2032149675991,0.251755794287295,0.0840121590133442,0.378892483690515,"Glycerolipids","Diacylglycerols","DG(36:2)",NA,NA,"Glycerolipids","ns"
"DG09",0.228061470281453,-0.0611804364401556,0.517303377003061,-0.216936801863702,1.56439384015927,0.120896120893338,0.382594809159304,-4.34101277123094,0.228061470281453,0.120896120893338,0.382594809159304,"Glycerolipids","Diacylglycerols","DG(36:3)",NA,NA,"Glycerolipids","ns"
"DG10",0.0922619178781869,-0.214905529836186,0.39942936559256,-1.09224674709567,0.595946410318131,0.552563733108337,0.710439085425005,-4.83233032335008,0.0922619178781869,0.552563733108337,0.710439085425005,"Glycerolipids","Diacylglycerols","DG(36:4)",NA,NA,"Glycerolipids","ns"
"DG11",0.222627004504954,-0.0827657126598858,0.528019721669794,-0.175656943505284,1.44636893632794,0.151215260922363,0.389159908404715,-4.42337245453817,0.222627004504954,0.151215260922363,0.389159908404715,"Glycerolipids","Diacylglycerols","DG(36:4)",NA,NA,"Glycerolipids","ns"
"DG12",0.343776494165314,-0.0175389293417242,0.705091917672352,-0.156131978692833,1.88778928770972,0.0619689697356803,0.363239758682158,-4.08511700478385,0.343776494165314,0.0619689697356803,0.363239758682158,"Glycerolipids","Diacylglycerols","DG(36:4)",NA,NA,"Glycerolipids","ns"
"DG33",0.304415078354187,-0.136591221747841,0.745421378456215,-0.952078246042611,1.36957306483869,0.17390428139196,0.401672720737182,-4.47370905372142,0.304415078354187,0.17390428139196,0.401672720737182,"Glycerolipids","Diacylglycerols","DG(30:0)",NA,NA,"Glycerolipids","ns"
"DG57",0.338243930259465,-0.0387703724652351,0.715258232984164,-0.426807092161024,1.78006567374533,0.078118767629615,0.378892483690515,-4.17519647575492,0.338243930259465,0.078118767629615,0.378892483690515,"Glycerolipids","Diacylglycerols","DG(36:1)",NA,NA,"Glycerolipids","ns"
"DG63",0.145562132542784,-0.0852312531362634,0.376355518221832,0.0208511072165677,1.25133334886573,0.213739189967712,0.442745464933117,-4.546124564112,0.145562132542784,0.213739189967712,0.442745464933117,"Glycerolipids","Diacylglycerols","DG(38:4)",NA,NA,"Glycerolipids","ns"
"DG66",0.275463812747031,-0.0163554177758998,0.567283043269962,0.436905009452099,1.87286312809342,0.0640192678137138,0.363239758682158,-4.09786091707391,0.275463812747031,0.0640192678137138,0.363239758682158,"Glycerolipids","Diacylglycerols","DG(38:5)",NA,NA,"Glycerolipids","ns"
"MEMAPC01",0.0451647084459887,-0.112340630165022,0.202670047057,0.587351992305562,0.568920915147005,0.570688382305773,0.723056639717509,-4.83984431926919,0.0451647084459887,0.570688382305773,0.723056639717509,"Glycerophospholipids","1-ether, 2-acylglycerophosphocholine","PC(O-16:0/14:0)",NA,NA,"Glycerophospholipids","ns"
"MEMAPC02",-0.0124208864284258,-0.177767966937488,0.152926194080637,0.324864529049754,-0.149040406805958,0.881822609167286,0.920622803970647,-4.91196693585346,-0.0124208864284258,0.881822609167286,0.920622803970647,"Glycerophospholipids","1-ether, 2-acylglycerophosphocholine","PC(P-16:0/14:0)","HMDB11203",NA,"Glycerophospholipids","ns"
"MEMAPC03",-0.00858898564383795,-0.132923842364007,0.115745871076332,0.297815325535418,-0.137055650806471,0.891263020243748,0.923140310049051,-4.91278917165304,-0.00858898564383795,0.891263020243748,0.923140310049051,"Glycerophospholipids","1-ether, 2-acylglycerophosphocholine","PC(O-16:0/16:0)",NA,NA,"Glycerophospholipids","ns"
"MEMAPC04",0.00568214534117886,-0.120587275106049,0.131951565788406,0.0317262529229548,0.0892816316678002,0.929037081068852,0.950896777094002,-4.91538245789094,0.00568214534117886,0.929037081068852,0.950896777094002,"Glycerophospholipids","1-ether, 2-acylglycerophosphocholine","PC(P-16:0/16:0)","HMDB11206",NA,"Glycerophospholipids","ns"
"MEMAPC05",0.047334716170389,-0.102201105824697,0.196870538165475,0.0621030317694884,0.628033055273937,0.531417319210333,0.690049354795507,-4.8229645873895,0.047334716170389,0.531417319210333,0.690049354795507,"Glycerophospholipids","1-ether, 2-acylglycerophosphocholine","PC(O-34:0)",NA,NA,"Glycerophospholipids","ns"
"MEMAPC06",-0.0257058579350296,-0.139974102798692,0.0885623869286327,0.0126748718845458,-0.44632839167656,0.656327314558824,0.782198306392023,-4.86958113550158,-0.0257058579350296,0.656327314558824,0.782198306392023,"Glycerophospholipids","1-ether, 2-acylglycerophosphocholine","PC(O-34:1)",NA,NA,"Glycerophospholipids","ns"
"MEMAPC07",-0.0187494835481668,-0.230959805103383,0.19346083800705,-0.55857634871999,-0.175295502552611,0.861202734512234,0.910015844970418,-4.90992508359533,-0.0187494835481668,0.861202734512234,0.910015844970418,"Glycerophospholipids","1-ether, 2-acylglycerophosphocholine","PC(O-16:0/18:2)","HMDB11151",NA,"Glycerophospholipids","ns"
"MEMAPC08",0.0442048200976868,-0.0987483169345624,0.187157957129936,-0.132226515594688,0.613513191074712,0.540933361457451,0.698928749209875,-4.82726353707571,0.0442048200976868,0.540933361457451,0.698928749209875,"Glycerophospholipids","1-ether, 2-acylglycerophosphocholine","PC(P-16:0/18:1)",NA,NA,"Glycerophospholipids","ns"
"MEMAPC09",-0.0419966218574846,-0.190185111593501,0.106191867878532,-0.583384157866569,-0.562273807928043,0.575190682003671,0.725240425135064,-4.84163922031605,-0.0419966218574846,0.575190682003671,0.725240425135064,"Glycerophospholipids","1-ether, 2-acylglycerophosphocholine","PC(P-16:0/18:2)","HMDB11211",NA,"Glycerophospholipids","ns"
"MEMAPC11",0.013992306016174,-0.117303866946317,0.145288478978665,-0.359918816026699,0.211439048099589,0.832976014855198,0.903122246225573,-4.90657400388668,0.013992306016174,0.832976014855198,0.903122246225573,"Glycerophospholipids","1-ether, 2-acylglycerophosphocholine","PC(O-18:1/18:1)",NA,NA,"Glycerophospholipids","ns"
"MEMAPC12",0.0028051987591457,-0.199320154460623,0.204930551978915,-0.383314762732614,0.0275353634872424,0.97808774005867,0.989460853315167,-4.91711258955224,0.0028051987591457,0.97808774005867,0.989460853315167,"Glycerophospholipids","1-ether, 2-acylglycerophosphocholine","PC(O-18:0/18:2)","HMDB13418",NA,"Glycerophospholipids","ns"
"MEMAPC13",-0.0327099137232013,-0.223177914393093,0.15775808694669,-0.564665026960579,-0.340726053613908,0.73402628987152,0.843968553552717,-4.88947063432153,-0.0327099137232013,0.73402628987152,0.843968553552717,"Glycerophospholipids","1-ether, 2-acylglycerophosphocholine","PC(O-18:1/18:2)",NA,NA,"Glycerophospholipids","ns"
"MEMAPC14",-0.0335354097751634,-0.237554590124024,0.170483770573698,0.30568568603209,-0.326122367606931,0.745014875432551,0.852845975824104,-4.89180271172559,-0.0335354097751634,0.745014875432551,0.852845975824104,"Glycerophospholipids","1-ether, 2-acylglycerophosphocholine","PC(O-16:0/20:3)",NA,NA,"Glycerophospholipids","ns"
"MEMAPC15_MEMAPC16",0.0183363098506707,-0.163351584568244,0.200024204269586,-0.654740247700474,0.200232198041493,0.841706587803154,0.903122246225573,-4.90767997568522,0.0183363098506707,0.841706587803154,0.903122246225573,"Glycerophospholipids","1-ether, 2-acylglycerophosphocholine","PC(P-36:2)",NA,NA,"Glycerophospholipids","ns"
